Instancia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
280,0.99,0.16,0.86,0.2,0.86,0.17,0.95,0.15,0.93,0.02,0.95,0.18,0.9,0.16,0.9,0.14,0.87,0.05,1.0,0.03,0.9,0.19,0.81,0.11,0.93,0.01,1.0,0.0,0.83,0.04,0.91,0.09,1.0,0.08,0.9,0.08,1.0,0.13,0.95,0.06,0.84,0.06,0.88,0.05,0.95,0.07,0.92,0.03,0.59,0.32,0.86,0.11,61.46
281,0.84,0.13,0.91,0.11,0.99,0.06,0.89,0.17,0.81,0.11,0.97,0.12,0.99,0.0,0.96,0.15,0.92,0.08,0.98,0.2,0.93,0.19,0.91,0.05,0.83,0.06,0.99,0.17,0.99,0.17,0.96,0.13,1.0,0.06,0.99,0.15,0.81,0.09,0.8,0.0,1.0,0.14,0.81,0.17,0.82,0.13,0.8,0.12,0.54,0.19,0.6,0.16,59.38
282,0.94,0.11,0.88,0.01,0.92,0.07,1.0,0.07,0.84,0.11,1.0,0.12,0.88,0.08,0.91,0.05,0.98,0.02,0.8,0.14,1.0,0.1,0.82,0.19,1.0,0.02,0.85,0.09,0.88,0.13,0.95,0.12,0.94,0.05,0.82,0.02,0.83,0.0,0.95,0.07,0.89,0.06,0.86,0.14,0.88,0.15,0.96,0.09,0.14,0.25,0.84,0.16,67.71
283,0.99,0.09,0.96,0.19,0.85,0.17,0.9,0.1,0.88,0.06,0.97,0.11,0.97,0.02,0.95,0.19,1.0,0.1,0.91,0.1,0.85,0.13,0.93,0.11,0.83,0.14,0.95,0.16,0.89,0.16,0.83,0.13,0.99,0.11,0.85,0.03,0.82,0.16,0.91,0.06,0.97,0.07,0.97,0.2,0.91,0.12,0.87,0.19,0.48,0.18,0.72,0.26,65.62
284,0.95,0.19,0.84,0.13,0.89,0.08,0.91,0.07,0.86,0.03,0.81,0.02,0.87,0.0,0.96,0.12,0.96,0.09,0.89,0.0,0.82,0.06,0.92,0.08,0.9,0.15,0.93,0.13,0.99,0.07,0.94,0.05,0.99,0.2,0.88,0.05,0.87,0.08,0.85,0.12,0.86,0.01,0.94,0.06,0.98,0.09,0.81,0.07,0.06,0.17,0.79,0.29,69.79
285,0.9,0.03,0.98,0.14,0.97,0.2,0.91,0.18,0.99,0.02,0.98,0.14,0.8,0.01,0.83,0.14,0.89,0.03,0.97,0.09,0.82,0.05,0.96,0.1,0.93,0.01,0.97,0.01,0.84,0.05,0.87,0.0,0.89,0.15,0.91,0.09,0.9,0.08,0.82,0.11,1.0,0.13,0.96,0.11,0.98,0.18,0.87,0.02,0.17,0.19,0.91,0.15,66.67
286,0.96,0.06,0.89,0.08,0.99,0.11,0.84,0.0,0.82,0.15,0.97,0.17,0.88,0.19,0.86,0.05,0.88,0.2,0.98,0.04,0.84,0.01,0.98,0.19,0.93,0.18,0.98,0.13,0.81,0.0,0.8,0.2,0.94,0.01,0.89,0.05,0.91,0.0,0.87,0.12,0.97,0.18,0.9,0.0,0.84,0.14,0.96,0.12,0.69,0.2,0.29,0.05,56.25
287,0.9,0.1,0.83,0.04,0.86,0.04,0.94,0.01,0.93,0.18,0.96,0.01,0.98,0.11,0.88,0.12,0.8,0.13,0.84,0.18,0.83,0.13,0.83,0.02,0.96,0.12,0.94,0.18,0.94,0.04,0.87,0.13,0.95,0.0,0.99,0.14,0.93,0.01,0.93,0.04,0.96,0.01,0.84,0.05,0.91,0.07,0.92,0.02,0.1,0.16,0.49,0.22,70.83
288,0.82,0.08,0.86,0.03,0.94,0.13,0.89,0.18,0.9,0.19,0.94,0.17,0.97,0.17,0.81,0.19,0.9,0.18,0.81,0.18,0.95,0.07,0.99,0.05,0.81,0.19,0.91,0.17,0.96,0.11,0.86,0.14,0.85,0.13,0.99,0.11,0.87,0.1,0.89,0.17,1.0,0.07,0.81,0.17,0.92,0.0,0.99,0.11,0.05,0.17,0.82,0.24,77.08
289,0.89,0.17,0.99,0.16,0.88,0.16,0.82,0.12,0.8,0.17,0.95,0.07,1.0,0.11,0.87,0.06,0.93,0.04,0.84,0.14,0.84,0.13,0.93,0.0,0.83,0.09,0.82,0.17,0.85,0.01,1.0,0.11,0.82,0.2,0.91,0.13,0.91,0.2,0.9,0.06,0.83,0.18,0.99,0.14,0.85,0.06,0.85,0.08,0.5,0.01,0.5,0.07,64.58
290,0.9,0.18,0.88,0.06,0.96,0.06,0.9,0.08,0.84,0.07,0.93,0.16,1.0,0.05,0.89,0.05,0.9,0.04,0.8,0.12,0.95,0.06,0.82,0.17,0.87,0.02,0.92,0.11,0.92,0.1,0.92,0.08,0.86,0.06,0.81,0.15,1.0,0.15,0.96,0.03,0.84,0.07,0.83,0.02,0.85,0.15,0.94,0.16,0.99,0.14,0.12,0.11,50.0
291,0.93,0.01,0.87,0.07,0.8,0.06,0.84,0.09,0.9,0.18,0.89,0.05,0.85,0.04,0.83,0.01,0.85,0.05,0.99,0.15,0.87,0.19,1.0,0.18,0.93,0.06,0.96,0.02,0.89,0.14,0.96,0.02,0.97,0.1,0.9,0.03,0.91,0.08,0.96,0.14,1.0,0.16,0.95,0.07,0.83,0.05,0.99,0.04,0.0,0.22,0.07,0.08,79.17
292,0.93,0.2,0.98,0.2,0.98,0.18,0.91,0.07,0.9,0.05,0.85,0.19,0.88,0.19,1.0,0.15,0.94,0.14,0.84,0.09,0.98,0.06,0.89,0.09,0.91,0.17,0.86,0.09,0.87,0.01,0.88,0.04,0.93,0.2,0.91,0.01,0.87,0.17,0.81,0.0,0.91,0.07,0.98,0.03,0.92,0.06,0.94,0.08,0.16,0.01,0.01,0.01,72.92
293,0.86,0.01,0.91,0.14,0.99,0.1,0.82,0.19,0.93,0.01,0.97,0.17,0.8,0.07,0.94,0.06,0.88,0.02,0.97,0.16,0.96,0.03,0.92,0.01,0.95,0.13,1.0,0.08,0.94,0.17,0.99,0.05,0.8,0.04,0.98,0.0,0.94,0.09,0.81,0.09,0.95,0.11,0.97,0.04,0.85,0.1,0.95,0.09,0.64,0.1,0.25,0.01,57.29
294,0.93,0.13,0.87,0.05,0.82,0.08,0.83,0.18,0.96,0.16,1.0,0.03,0.82,0.2,0.84,0.14,0.81,0.15,0.97,0.03,0.8,0.01,0.94,0.17,1.0,0.16,0.88,0.01,0.83,0.19,0.84,0.13,0.89,0.1,0.9,0.17,0.92,0.07,0.9,0.03,0.92,0.07,0.97,0.05,0.93,0.08,0.86,0.12,0.22,0.04,0.33,0.07,70.83
295,0.97,0.09,0.9,0.15,0.85,0.01,0.96,0.05,0.88,0.02,0.87,0.11,0.96,0.17,0.84,0.02,0.96,0.08,0.85,0.1,0.99,0.01,0.85,0.14,0.81,0.01,0.81,0.2,0.93,0.17,0.84,0.17,1.0,0.07,0.91,0.07,0.97,0.04,0.9,0.04,0.88,0.09,0.91,0.18,0.82,0.06,0.85,0.12,0.54,0.33,0.81,0.17,56.25
296,0.94,0.03,0.97,0.17,0.9,0.11,0.87,0.1,0.81,0.16,0.92,0.05,0.85,0.01,0.87,0.12,0.95,0.05,0.94,0.0,0.88,0.09,0.91,0.0,0.92,0.09,0.84,0.13,0.91,0.17,0.96,0.14,0.93,0.1,0.85,0.17,0.81,0.02,0.89,0.19,0.85,0.2,0.94,0.12,0.91,0.14,0.85,0.01,0.21,0.14,0.74,0.27,65.62
297,0.88,0.18,0.94,0.16,0.99,0.08,0.86,0.17,0.93,0.15,0.87,0.14,0.94,0.05,0.82,0.05,0.94,0.11,0.85,0.01,0.96,0.12,0.85,0.01,0.94,0.08,0.86,0.08,0.92,0.05,0.89,0.07,0.89,0.06,0.8,0.15,0.86,0.2,0.81,0.02,0.95,0.0,0.85,0.08,0.83,0.17,0.82,0.15,0.56,0.39,0.75,0.23,63.54
298,0.98,0.1,0.8,0.06,0.97,0.15,0.94,0.13,0.81,0.14,0.99,0.15,0.99,0.05,0.84,0.08,0.95,0.19,0.81,0.17,0.87,0.16,0.87,0.17,0.83,0.19,0.82,0.19,0.9,0.06,0.98,0.03,0.9,0.13,0.93,0.12,0.98,0.08,0.88,0.11,0.82,0.09,0.84,0.06,0.82,0.05,0.95,0.2,0.99,0.08,0.14,0.34,50.0
299,0.96,0.16,0.82,0.14,0.87,0.16,0.88,0.05,0.82,0.08,0.92,0.09,0.84,0.03,0.88,0.15,0.89,0.18,0.93,0.19,0.99,0.15,0.81,0.2,0.91,0.18,0.94,0.01,0.8,0.1,1.0,0.12,0.89,0.0,0.89,0.03,0.84,0.1,0.99,0.12,0.87,0.18,0.88,0.13,0.91,0.1,0.92,0.1,0.58,0.18,0.51,0.0,61.46
300,0.8,0.14,0.99,0.16,0.86,0.09,0.82,0.1,0.81,0.06,0.92,0.1,0.96,0.17,1.0,0.08,0.89,0.16,1.0,0.02,0.86,0.03,0.82,0.18,0.88,0.06,0.86,0.09,0.91,0.15,0.93,0.09,1.0,0.07,0.91,0.03,0.82,0.13,0.97,0.08,0.96,0.03,0.88,0.0,0.82,0.01,0.84,0.04,0.27,0.0,0.63,0.12,65.62
301,0.85,0.06,0.92,0.05,0.91,0.08,0.88,0.17,0.81,0.19,0.84,0.15,0.86,0.09,0.89,0.01,0.84,0.17,0.95,0.18,0.8,0.05,0.93,0.12,0.91,0.13,0.89,0.16,0.99,0.12,0.92,0.18,0.85,0.09,0.96,0.19,0.85,0.03,0.99,0.15,1.0,0.01,0.9,0.18,0.92,0.2,0.87,0.17,0.33,0.32,0.26,0.09,70.83
302,0.91,0.11,0.82,0.17,0.92,0.07,0.93,0.18,0.93,0.08,0.83,0.08,0.96,0.03,0.94,0.02,0.96,0.2,0.97,0.03,0.88,0.14,0.9,0.0,0.84,0.05,0.82,0.14,0.95,0.13,0.9,0.09,0.98,0.05,0.9,0.01,0.8,0.11,0.96,0.15,0.95,0.07,0.85,0.06,0.85,0.18,0.98,0.13,0.38,0.06,0.02,0.25,66.67
303,0.92,0.08,0.89,0.2,0.86,0.18,0.91,0.05,0.8,0.18,0.94,0.14,0.84,0.14,0.97,0.14,0.85,0.06,0.84,0.12,0.87,0.0,0.86,0.02,0.87,0.01,0.87,0.05,0.96,0.05,0.86,0.19,0.97,0.07,0.89,0.12,0.87,0.13,0.99,0.19,0.98,0.01,0.89,0.17,0.83,0.17,0.8,0.14,0.98,0.01,0.77,0.36,51.04
304,0.99,0.1,0.89,0.0,0.98,0.08,0.92,0.11,0.83,0.02,0.88,0.2,0.99,0.12,0.91,0.14,0.95,0.1,0.83,0.13,0.82,0.18,0.88,0.04,0.96,0.12,0.81,0.15,0.86,0.15,0.98,0.07,0.81,0.0,0.91,0.18,0.81,0.05,0.88,0.0,0.91,0.19,0.91,0.17,0.95,0.11,0.94,0.19,0.88,0.08,0.24,0.27,52.08
305,0.94,0.04,0.89,0.1,0.87,0.2,0.91,0.08,0.93,0.17,0.82,0.18,0.81,0.1,0.88,0.07,0.8,0.15,0.82,0.11,0.99,0.09,0.88,0.08,0.94,0.15,0.91,0.01,0.91,0.04,0.84,0.0,0.92,0.09,0.95,0.12,0.9,0.19,0.91,0.05,0.98,0.14,0.85,0.17,0.84,0.18,0.82,0.06,0.62,0.08,0.5,0.24,59.38
306,0.97,0.01,0.93,0.17,0.93,0.03,0.98,0.14,0.84,0.11,0.87,0.11,0.98,0.05,0.89,0.06,0.83,0.09,0.87,0.19,0.92,0.02,0.96,0.13,0.98,0.18,0.86,0.16,0.95,0.0,0.92,0.01,0.96,0.13,0.99,0.17,0.98,0.19,1.0,0.08,0.8,0.15,0.97,0.15,0.91,0.06,0.87,0.14,0.23,0.22,0.33,0.08,65.62
307,0.85,0.08,0.93,0.19,0.92,0.2,0.81,0.13,0.9,0.14,0.86,0.19,0.83,0.09,0.93,0.19,0.87,0.13,0.97,0.09,0.81,0.04,1.0,0.08,0.99,0.18,0.87,0.18,0.81,0.1,0.88,0.13,0.87,0.14,0.84,0.19,0.97,0.07,0.96,0.11,0.87,0.1,0.88,0.04,0.8,0.17,0.99,0.02,0.86,0.23,0.0,0.18,53.12
308,1.0,0.04,0.94,0.15,0.88,0.16,0.85,0.06,0.91,0.12,0.98,0.02,0.88,0.1,0.82,0.06,0.96,0.14,0.95,0.15,0.98,0.03,0.96,0.18,0.99,0.11,0.83,0.17,0.92,0.03,0.95,0.05,0.95,0.11,0.8,0.13,0.94,0.09,0.88,0.1,0.81,0.15,0.9,0.11,0.97,0.01,0.91,0.15,0.45,0.3,0.22,0.2,60.42
309,0.98,0.05,0.95,0.12,0.94,0.13,0.85,0.11,0.86,0.03,0.87,0.14,0.95,0.04,0.91,0.11,0.98,0.06,0.95,0.03,1.0,0.11,0.97,0.07,0.95,0.01,0.82,0.04,0.95,0.11,0.86,0.07,0.82,0.01,0.84,0.2,0.9,0.1,0.83,0.08,0.9,0.09,0.83,0.05,0.8,0.07,0.88,0.13,0.82,0.1,0.68,0.07,50.0
310,0.97,0.15,0.84,0.19,0.81,0.01,0.9,0.19,0.92,0.06,0.87,0.02,0.8,0.09,0.92,0.13,0.98,0.08,0.93,0.2,1.0,0.15,0.94,0.11,0.99,0.14,0.81,0.19,0.97,0.06,0.93,0.0,0.97,0.14,0.83,0.03,0.98,0.06,0.86,0.17,0.83,0.15,0.96,0.09,0.96,0.2,0.93,0.1,0.87,0.27,0.88,0.09,54.17
311,0.9,0.02,0.87,0.18,0.98,0.07,0.8,0.17,0.94,0.0,0.81,0.16,0.93,0.06,1.0,0.2,0.99,0.14,1.0,0.13,0.82,0.1,0.87,0.04,1.0,0.15,0.84,0.09,0.97,0.04,0.98,0.11,0.83,0.19,0.83,0.2,0.83,0.1,0.8,0.04,0.95,0.06,0.88,0.07,0.92,0.01,0.92,0.01,0.54,0.21,0.82,0.31,58.33
312,0.93,0.02,0.96,0.11,0.88,0.18,0.83,0.01,0.86,0.07,0.96,0.1,0.94,0.05,0.82,0.04,0.86,0.12,0.83,0.0,0.84,0.08,0.96,0.01,0.92,0.02,0.84,0.11,0.84,0.12,0.87,0.14,0.97,0.07,0.87,0.2,0.96,0.13,0.96,0.09,0.86,0.12,0.81,0.07,0.9,0.11,0.86,0.07,0.59,0.17,0.58,0.35,58.33
313,0.84,0.17,0.95,0.0,0.87,0.08,0.97,0.09,0.87,0.2,0.96,0.01,0.85,0.19,0.95,0.12,0.93,0.0,0.95,0.09,0.95,0.14,0.87,0.18,0.8,0.09,0.91,0.14,0.92,0.12,0.99,0.1,0.84,0.2,0.92,0.09,0.9,0.04,0.87,0.09,0.8,0.12,0.8,0.02,0.85,0.19,0.96,0.05,0.12,0.32,0.47,0.11,70.83
314,0.82,0.14,0.92,0.0,0.87,0.11,0.89,0.04,0.97,0.1,0.98,0.02,0.9,0.13,0.96,0.1,0.93,0.07,0.89,0.14,0.87,0.04,0.94,0.16,0.94,0.16,1.0,0.05,0.86,0.06,1.0,0.13,0.82,0.13,0.98,0.17,0.97,0.07,0.86,0.16,0.8,0.08,0.96,0.05,0.92,0.14,0.94,0.1,0.45,0.11,0.38,0.39,60.42
315,0.99,0.2,1.0,0.2,0.83,0.18,0.97,0.09,0.81,0.15,0.9,0.07,0.96,0.13,0.88,0.14,0.81,0.04,0.86,0.17,0.93,0.15,1.0,0.09,0.92,0.02,0.99,0.11,1.0,0.05,0.96,0.06,0.95,0.05,0.99,0.07,0.82,0.18,0.86,0.07,0.87,0.0,0.92,0.09,0.98,0.09,0.92,0.12,0.96,0.31,0.29,0.22,51.04
316,0.81,0.0,0.98,0.18,0.81,0.05,0.8,0.12,0.92,0.17,0.95,0.13,0.83,0.03,0.92,0.12,0.99,0.11,0.82,0.01,0.97,0.07,0.97,0.1,0.91,0.07,0.84,0.05,0.85,0.03,0.82,0.1,0.97,0.08,0.99,0.13,0.81,0.12,0.83,0.05,0.99,0.16,0.92,0.13,0.89,0.17,0.87,0.12,0.34,0.08,0.82,0.35,64.58
317,0.8,0.13,0.82,0.16,0.99,0.02,0.93,0.03,0.98,0.18,0.85,0.17,0.81,0.2,0.89,0.14,0.81,0.04,0.93,0.2,0.91,0.2,0.92,0.07,0.91,0.07,0.99,0.2,0.99,0.12,0.99,0.06,0.89,0.14,0.99,0.2,0.8,0.15,0.8,0.02,0.9,0.19,0.91,0.07,1.0,0.19,0.83,0.14,0.26,0.3,0.32,0.37,69.79
318,0.83,0.19,0.97,0.04,0.84,0.09,0.97,0.01,0.9,0.18,0.9,0.16,0.93,0.1,0.99,0.08,0.82,0.1,0.83,0.17,0.91,0.17,0.91,0.16,0.95,0.11,0.83,0.16,0.85,0.14,0.92,0.09,0.98,0.03,0.95,0.02,0.85,0.09,0.85,0.12,0.84,0.12,0.8,0.07,0.89,0.2,0.97,0.04,0.33,0.12,0.61,0.15,66.67
319,0.9,0.16,0.87,0.12,0.86,0.1,0.93,0.15,0.85,0.13,0.97,0.11,0.85,0.02,0.88,0.0,0.83,0.02,0.93,0.19,0.89,0.0,0.95,0.12,0.81,0.11,0.96,0.2,0.81,0.15,0.96,0.18,0.95,0.2,0.93,0.14,0.83,0.07,0.95,0.13,0.85,0.09,0.86,0.03,0.93,0.12,0.8,0.07,0.88,0.0,0.69,0.19,50.0
320,0.82,0.18,0.8,0.12,0.83,0.11,0.82,0.2,0.83,0.12,0.99,0.02,0.94,0.1,0.94,0.08,0.99,0.05,0.93,0.07,0.87,0.04,1.0,0.08,0.87,0.12,0.91,0.07,0.8,0.18,0.82,0.16,0.93,0.13,0.84,0.01,0.86,0.04,0.84,0.1,0.81,0.01,0.8,0.04,0.84,0.19,0.92,0.05,0.71,0.28,0.43,0.01,57.29
321,0.85,0.07,0.98,0.14,0.8,0.02,0.9,0.09,0.88,0.17,0.86,0.07,0.9,0.01,1.0,0.2,0.8,0.04,0.84,0.16,0.9,0.13,0.91,0.01,0.93,0.04,0.84,0.15,0.94,0.06,0.84,0.07,0.93,0.17,0.87,0.1,0.92,0.01,0.84,0.08,1.0,0.19,0.99,0.19,1.0,0.02,0.81,0.0,0.32,0.24,0.2,0.1,65.62
322,0.88,0.07,0.83,0.16,0.98,0.05,0.81,0.1,0.84,0.09,0.95,0.01,0.94,0.15,0.8,0.05,0.82,0.09,0.94,0.12,0.94,0.09,0.94,0.06,0.81,0.18,0.86,0.18,0.95,0.19,0.91,0.09,0.81,0.18,0.92,0.06,0.87,0.05,0.85,0.08,0.96,0.02,0.99,0.07,0.91,0.16,0.8,0.12,0.71,0.22,0.9,0.31,53.12
323,0.95,0.11,0.83,0.07,0.83,0.0,0.89,0.02,0.85,0.12,0.8,0.08,0.86,0.11,0.96,0.11,0.98,0.05,0.97,0.11,0.83,0.0,0.82,0.16,0.97,0.05,0.93,0.2,0.86,0.02,0.88,0.2,0.95,0.05,0.94,0.08,0.86,0.04,0.99,0.04,0.97,0.17,0.94,0.08,0.8,0.01,0.94,0.01,0.83,0.26,0.17,0.37,50.0
324,0.98,0.18,0.99,0.06,0.95,0.02,0.94,0.06,0.85,0.11,0.81,0.2,0.89,0.04,0.83,0.2,1.0,0.19,0.84,0.19,0.96,0.09,0.86,0.16,0.99,0.12,0.94,0.16,0.87,0.2,0.83,0.2,0.89,0.14,0.89,0.13,0.84,0.14,0.98,0.12,0.99,0.06,0.96,0.2,0.95,0.17,0.86,0.08,0.85,0.31,0.35,0.13,51.04
325,0.88,0.14,0.91,0.06,0.87,0.13,0.9,0.19,0.84,0.06,0.95,0.13,0.95,0.16,0.96,0.09,0.86,0.17,0.99,0.0,0.81,0.09,0.93,0.06,0.83,0.17,1.0,0.07,0.87,0.1,0.85,0.18,0.83,0.02,0.84,0.02,1.0,0.04,0.93,0.11,0.81,0.02,0.93,0.2,0.83,0.14,0.89,0.11,0.54,0.06,0.85,0.39,59.38
326,1.0,0.13,0.81,0.0,0.82,0.14,0.88,0.03,0.97,0.07,0.83,0.1,0.95,0.0,0.87,0.07,0.98,0.09,0.98,0.12,0.86,0.02,0.85,0.17,0.87,0.05,0.96,0.02,0.98,0.14,0.82,0.0,0.86,0.02,0.91,0.14,0.8,0.19,0.84,0.06,0.89,0.08,1.0,0.14,0.95,0.02,0.88,0.09,0.48,0.01,0.16,0.1,62.5
327,0.98,0.1,0.88,0.11,0.91,0.03,0.8,0.01,0.89,0.1,0.88,0.2,0.95,0.12,0.88,0.05,0.98,0.15,0.91,0.11,1.0,0.07,0.91,0.19,0.99,0.16,0.87,0.1,0.93,0.09,0.88,0.15,0.96,0.17,0.82,0.07,0.99,0.09,0.92,0.17,0.83,0.1,0.89,0.13,0.91,0.18,0.97,0.12,0.57,0.26,0.78,0.23,56.25
328,0.97,0.07,0.81,0.08,0.83,0.02,0.81,0.05,0.84,0.08,0.89,0.06,0.82,0.19,0.82,0.14,0.87,0.06,0.88,0.19,0.81,0.08,0.85,0.03,0.84,0.11,0.8,0.01,0.83,0.12,0.89,0.0,0.82,0.2,0.95,0.12,0.98,0.18,0.87,0.09,0.8,0.02,0.94,0.15,0.94,0.01,0.94,0.16,0.14,0.37,0.02,0.21,70.83
329,0.91,0.07,0.96,0.16,0.98,0.01,0.96,0.15,0.92,0.12,0.97,0.07,0.96,0.05,0.93,0.01,0.9,0.02,0.87,0.15,0.91,0.07,0.91,0.19,0.84,0.1,0.84,0.14,0.84,0.03,0.84,0.16,0.88,0.1,0.92,0.13,0.99,0.11,1.0,0.13,0.83,0.06,0.88,0.08,0.96,0.14,0.88,0.13,0.54,0.23,0.46,0.2,57.29
330,0.85,0.03,0.97,0.11,0.85,0.13,0.87,0.19,0.91,0.07,0.82,0.14,0.98,0.09,0.93,0.11,0.96,0.13,0.98,0.11,0.95,0.0,0.98,0.04,0.89,0.14,0.94,0.06,0.81,0.14,0.91,0.02,0.94,0.03,0.83,0.19,0.85,0.2,0.83,0.2,0.99,0.18,0.92,0.15,0.91,0.01,0.81,0.14,0.98,0.1,0.31,0.19,51.04
331,0.95,0.19,0.8,0.12,0.82,0.06,0.93,0.17,0.85,0.01,0.81,0.04,0.95,0.16,0.85,0.19,0.98,0.09,0.86,0.04,0.8,0.0,0.86,0.07,0.86,0.2,0.83,0.19,0.92,0.04,0.9,0.18,0.84,0.18,0.81,0.02,0.82,0.11,0.84,0.0,0.99,0.16,0.94,0.14,0.96,0.2,0.95,0.13,0.23,0.16,0.14,0.17,68.75
332,0.86,0.12,0.98,0.16,0.81,0.15,0.98,0.11,0.81,0.07,0.94,0.19,0.95,0.06,0.8,0.03,0.96,0.13,0.93,0.15,0.8,0.19,0.99,0.14,1.0,0.17,0.88,0.14,0.83,0.1,0.85,0.18,0.98,0.16,0.99,0.05,1.0,0.19,0.94,0.13,0.94,0.09,0.82,0.17,0.84,0.11,0.91,0.01,0.98,0.08,0.14,0.34,50.0
333,0.89,0.11,0.87,0.02,0.84,0.01,0.86,0.0,0.92,0.11,0.95,0.03,0.99,0.09,0.99,0.19,0.84,0.16,0.95,0.0,0.88,0.04,0.96,0.17,0.83,0.09,0.95,0.05,0.87,0.06,0.95,0.05,0.92,0.18,0.89,0.06,0.86,0.05,0.89,0.14,0.84,0.14,0.92,0.02,0.87,0.16,0.87,0.09,0.53,0.3,0.18,0.02,55.21
334,0.84,0.12,0.98,0.0,0.87,0.07,0.89,0.0,0.87,0.05,0.84,0.2,0.88,0.11,0.86,0.1,0.88,0.18,0.91,0.17,0.81,0.12,0.92,0.1,0.87,0.13,0.93,0.12,0.83,0.19,0.86,0.08,0.8,0.07,0.95,0.03,0.86,0.2,0.84,0.19,0.81,0.07,0.83,0.04,0.93,0.17,0.94,0.14,0.13,0.23,0.27,0.26,75.0
335,0.96,0.18,0.8,0.03,0.85,0.02,0.81,0.2,0.88,0.06,0.94,0.18,0.94,0.07,0.99,0.19,0.89,0.08,0.88,0.16,0.96,0.04,0.82,0.17,0.95,0.0,0.95,0.13,0.89,0.09,0.92,0.01,0.9,0.1,0.85,0.2,0.83,0.01,0.94,0.12,0.86,0.13,0.89,0.06,0.82,0.19,0.84,0.18,0.91,0.24,0.94,0.01,52.08
336,0.88,0.06,0.9,0.06,1.0,0.04,0.86,0.17,0.83,0.2,0.82,0.1,0.97,0.02,0.86,0.02,0.99,0.1,0.9,0.08,0.97,0.13,0.96,0.11,0.9,0.04,0.86,0.1,0.84,0.16,0.87,0.08,0.99,0.16,0.85,0.18,0.93,0.0,0.96,0.05,0.97,0.14,0.95,0.05,0.9,0.04,0.81,0.2,0.4,0.31,0.46,0.1,64.58
337,0.81,0.06,0.99,0.09,0.92,0.05,0.92,0.05,0.99,0.0,0.92,0.2,0.83,0.05,0.83,0.15,0.93,0.05,0.84,0.0,0.81,0.06,0.98,0.18,0.97,0.09,0.85,0.14,0.95,0.11,0.84,0.1,1.0,0.2,0.84,0.02,0.91,0.17,0.94,0.0,0.9,0.1,0.97,0.05,0.88,0.04,0.84,0.16,0.79,0.08,0.4,0.31,51.04
338,0.94,0.01,0.8,0.13,0.8,0.14,1.0,0.17,0.96,0.17,1.0,0.1,0.91,0.0,0.83,0.11,0.99,0.01,0.83,0.13,0.88,0.0,0.8,0.18,0.92,0.11,0.92,0.06,1.0,0.05,0.82,0.01,0.94,0.12,0.99,0.09,0.82,0.09,0.91,0.11,0.98,0.08,0.84,0.04,0.84,0.1,0.81,0.03,0.32,0.23,0.88,0.3,61.46
339,0.97,0.01,0.85,0.16,0.98,0.12,0.85,0.13,0.84,0.13,0.8,0.04,0.96,0.08,0.89,0.18,0.8,0.14,0.84,0.13,0.95,0.18,0.98,0.17,0.91,0.2,0.85,0.11,0.93,0.09,0.93,0.2,0.8,0.06,0.97,0.07,0.92,0.01,0.9,0.2,0.82,0.06,0.81,0.13,0.89,0.09,0.99,0.0,0.25,0.03,0.91,0.04,65.62
340,0.91,0.02,0.93,0.1,0.9,0.13,0.82,0.02,0.83,0.12,0.8,0.15,0.94,0.11,0.92,0.16,0.94,0.02,0.96,0.19,1.0,0.14,0.97,0.07,0.9,0.01,0.92,0.2,0.99,0.2,0.98,0.16,0.8,0.02,0.98,0.12,0.9,0.1,0.88,0.2,0.91,0.1,0.93,0.17,0.9,0.05,0.8,0.11,0.93,0.15,0.84,0.17,50.0
341,0.98,0.2,0.84,0.07,0.83,0.18,0.82,0.13,0.99,0.09,0.99,0.0,0.8,0.2,0.8,0.03,0.83,0.17,0.85,0.18,0.98,0.13,0.89,0.05,0.96,0.16,0.81,0.17,0.9,0.11,0.91,0.03,0.87,0.2,0.84,0.14,0.84,0.08,0.95,0.09,0.87,0.1,0.89,0.06,0.98,0.13,0.87,0.09,0.09,0.23,0.27,0.08,79.17
342,0.99,0.2,0.86,0.14,0.96,0.06,0.92,0.09,0.86,0.14,0.86,0.04,0.98,0.13,1.0,0.06,1.0,0.12,0.8,0.01,0.89,0.1,0.98,0.01,0.93,0.04,0.8,0.06,0.92,0.14,0.83,0.2,0.87,0.11,0.94,0.12,0.88,0.17,0.96,0.0,0.83,0.18,0.82,0.08,0.92,0.15,0.87,0.03,0.49,0.27,0.18,0.37,63.54
343,0.96,0.19,0.99,0.0,0.93,0.17,0.84,0.2,0.86,0.01,0.93,0.13,0.87,0.14,0.86,0.19,1.0,0.17,0.92,0.0,0.86,0.14,0.84,0.18,0.97,0.1,0.88,0.19,0.86,0.14,0.99,0.07,0.94,0.12,1.0,0.13,0.88,0.19,0.99,0.03,0.83,0.08,0.87,0.0,0.93,0.01,0.89,0.07,0.43,0.28,0.54,0.14,61.46
